"Tow Date","Make","Style","Model","Color","Plate","State","Towed to Address","Tow Facility Phone","Inventory Number"
"01/29/2026","MAZD","4D",,"WHI",,,"701 N. Sacramento","(773) 265-7605","7147621"
"01/29/2026","MAZD","4D","MZ6","RED",,,"10300 S. Doty","(773) 785-9752","1729271"
"01/29/2026","MERZ","2D",,"BLK","CY25665","IL","701 N. Sacramento","(773) 265-7605","7147703"
"01/29/2026","MERZ","4D",,"BLK","AE79902","IL","701 N. Sacramento","(773) 265-7605","7147661"
"01/29/2026","MERZ","4D",,"BLK","WH3070A","WI","10300 S. Doty","(773) 568-8495","3001055"
"01/29/2026","MITS","4D","LAN","RED","ES19458","IL","701 N. Sacramento","(773) 265-7605","7147719"
"01/29/2026","NISS","2D","ALT","SIL",,,"701 N. Sacramento","(773) 265-7605","7147710"
"01/29/2026","NISS","4D",,"RED","19677LE","IL","701 N. Sacramento","(773) 265-7605","7147637"
"01/29/2026","NISS","4D",,"SIL","WXM2986","TX","701 N. Sacramento","(773) 265-7605","7147630"
"01/29/2026","NISS","4D",,"WHI","FT55457","IL","701 N. Sacramento","(773) 265-7605","7147650"
"01/29/2026","PONT","4D",,"WHI",,,"10300 S. Doty","(773) 568-8495","3001060"
"01/29/2026","SUBA","4D","LEG","BLK","CU64235","IL","701 N. Sacramento","(773) 265-7605","7147697"
"01/29/2026","TESL","LL",,"BLK","815AC148","IL","10300 S. Doty","(773) 568-8495","3001082"
"01/29/2026","TOYT","4D",,"BLK","FD11048","IL","10300 S. Doty","(773) 568-8495","3001105"
"01/29/2026","TOYT","4D","CAM","WHI","WCT2515","TX","701 N. Sacramento","(773) 265-1846","1550684"
"01/29/2026","TOYT","4D",,"GRY","CR51641","IL","701 N. Sacramento","(773) 265-7605","7147686"
"01/29/2026","TOYT","4D",,"BLK","EK34564","IL","701 N. Sacramento","(773) 265-7605","7147646"
"01/29/2026","TOYT","4D",,"GRN","FD96108","IL","701 N. Sacramento","(773) 265-7605","7147627"
"01/29/2026","TOYT","4D",,"GRY","N597426","IL","701 N. Sacramento","(773) 265-7605","7147632"
"01/29/2026","TOYT","4D",,"GRY","B2458EL","IL","701 N. Sacramento","(773) 265-7605","7147666"
"01/29/2026","TOYT","LL","RAV","SIL","454RNI","IN","701 N. Sacramento","(773) 265-7605","7147713"
"01/29/2026","TRLR","VC",,"WHI",,,"10300 S. Doty","(773) 568-8495","3001086"
"01/29/2026","VOLK","4D",,"BLK","FN34485","IL","701 N. Sacramento","(773) 265-7605","7147640"
"01/29/2026","VOLK","4D",,"BLU","EQ26899","IL","701 N. Sacramento","(773) 265-7605","7147656"
"01/29/2026","VOLV","LL",,"BLK","N187205","IL","701 N. Sacramento","(773) 265-7605","7147672"
"01/28/2026","ACUR","4D","CL","GRY",,,"701 N. Sacramento","(773) 265-7605","7147614"
"01/28/2026","AUDI","4D",,"GRY","Q562041","IL","701 N. Sacramento","(773) 265-7605","7147581"
"01/28/2026","BMW","4D",,"BLK","ET64917","IL","701 N. Sacramento","(773) 265-7605","7147593"
"01/28/2026","BMW","4D",,"BLK","694AC071","IL","400 E. Lower Wacker","(312) 744-7550","0361876"
"01/28/2026","CADI","4D",,"BLK","FL59086","IL","10300 S. Doty","(773) 568-8495","3001024"
"01/28/2026","CHEV","4D",,"GRY","FJ52321","IL","400 E. Lower Wacker","(312) 744-7550","0361888"
"01/28/2026","CHEV","4D","CRZ","BLU",,,"10300 S. Doty","(773) 568-8495","3001002"
"01/28/2026","CHEV","4D","CRZ","BLK","FX98987","IL","10300 S. Doty","(773) 568-8495","3001046"
"01/28/2026","CHEV","4D",,"RED","EL46569","IL","701 N. Sacramento","(773) 265-7605","7147560"
"01/28/2026","CHEV","4D",,"BLK","L607766","IL","701 N. Sacramento","(773) 265-7605","7147596"
"01/28/2026","CHEV","LL",,"BLK","EA76471","IL","701 N. Sacramento","(773) 265-7605","7147580"
"01/28/2026","CHRY","4D",,"BLK","NONE","IL","10300 S. Doty","(773) 568-8495","3001029"
"01/28/2026","DODG","4D",,"SIL","NONE","IL","10300 S. Doty","(773) 568-8495","3001027"
"01/28/2026","DODG","VN",,"GRY","FE84689","IL","701 N. Sacramento","(773) 265-7605","71447556"
"01/28/2026","FORD","4D",,"BLK","NONE","IL","701 N. Sacramento","(773) 265-1846","1550676"
"01/28/2026","FORD","4D",,"RED","CJ37146","IL","10300 S. Doty","(773) 785-9752","1729270"
"01/28/2026","FORD","4D",,"RED","FF55162","IL","400 E. Lower Wacker","(312) 744-7550","0361886"
"01/28/2026","FORD","4D",,"GRY","E799988","IL","701 N. Sacramento","(773) 265-7605","7147562"
"01/28/2026","FORD","LL",,"WHI","FY23579","IL","701 N. Sacramento","(773) 265-7605","7147537"
"01/28/2026","FORD","LL","XPL","WHI",,,"701 N. Sacramento","(773) 265-7605","7147611"
"01/28/2026","FORD","LL",,,"FA69683","IL","701 N. Sacramento","(773) 265-7605","7147576"
"01/28/2026","FORD","PK",,"WHI","3771492B","IL","701 N. Sacramento","(773) 265-7605","7147590"
"01/28/2026","FORD","VN",,"WHI",,,"701 N. Sacramento","(773) 265-7605","7147609"
"01/28/2026","GMC","4D",,"WHI","EZ35846","IL","10300 S. Doty","(773) 568-8495","3001025"
"01/28/2026","HOND","2D","PRE","BLK","EB24180","IL","701 N. Sacramento","(773) 265-7605","7147613"
"01/28/2026","HOND","4D",,"BLK","NONE","IL","10300 S. Doty","(773) 568-8495","3001026"
"01/28/2026","HOND","4D","CIV","GRY","EN52900","IL","701 N. Sacramento","(773) 265-1846","1550682"
"01/28/2026","HOND","4D","ACC","BLK","8PIC742","CA","701 N. Sacramento","(773) 265-7605","7147618"
"01/28/2026","HOND","4D",,"GLD","BV44673","IL","701 N. Sacramento","(773) 265-7605","7147543"
"01/28/2026","HOND","LL",,"SIL","EK81154","IL","701 N. Sacramento","(773) 265-7605","7147540"
"01/28/2026","HYUN","4D",,"GRY","AB25064","IL","701 N. Sacramento","(773) 265-7605","7147599"
"01/28/2026","HYUN","4D",,"SIL","EK48168","IL","10300 S. Doty","(773) 568-8495","3001020"
"01/28/2026","HYUN","LL",,"WHI","EV72352","IL","701 N. Sacramento","(773) 265-7605","7147548"
"01/28/2026","HYUN","LL","TCN","SIL","FN18480","IL","10300 S. Doty","(773) 568-8495","3001044"
"01/28/2026","INFI","4D",,"SIL","P579637","IL","701 N. Sacramento","(773) 265-7605","7147597"
"01/28/2026","INFI","LL",,"GRY","DG39369","IL","701 N. Sacramento","(773) 265-7605","7147552"
"01/28/2026","JEEP","4D",,"BLK","CU55767","IL","701 N. Sacramento","(773) 265-7605","7147591"
"01/28/2026","JEEP","4D",,"BLK","BC63124","IL","701 N. Sacramento","(773) 265-7605","7147595"
"01/28/2026","JEEP","LL",,"WHI","EN60352","IL","701 N. Sacramento","(773) 265-7605","7147545"
"01/28/2026","KIA","4D",,"GRY","FL11080","IL","701 N. Sacramento","(773) 265-7605","7147549"
"01/28/2026","LEXS","4D",,"BLK","FQ86691","IL","701 N. Sacramento","(773) 265-7605","7147558"
"01/28/2026","MDCA","MS",,"BLU",,,"701 N. Sacramento","(773) 265-7605","7147606"
"01/28/2026","MERZ","4D",,"SIL","BQ69882","IL","701 N. Sacramento","(773) 265-7605","7147564"
"01/28/2026","MERZ","4D",,"BLK","EG73435","IL","701 N. Sacramento","(773) 265-7605","7147559"
"01/28/2026","MITS","4D",,"BLU","EQ93128","IL","701 N. Sacramento","(773) 265-7605","7147589"
"01/28/2026","MRCU","4D",,"GRY","AX24216","IL","701 N. Sacramento","(773) 265-7605","7147602"
"01/28/2026","NISS","4D",,"BLK","CZ90587","IL","701 N. Sacramento","(773) 265-7605","7147567"
"01/28/2026","SCIO","2D","TC","BLU","FG35501","IL","701 N. Sacramento","(773) 265-7605","7147620"
"01/28/2026","SUBA","4D",,"SIL","NONE","IL","10300 S. Doty","(773) 568-8495","3001028"
"01/28/2026","SUBA","SW",,"GRY","EB25330","IL","701 N. Sacramento","(773) 265-7605","7147575"
"01/28/2026","TOYT","4D","MTX","GRY","FN22112","IL","701 N. Sacramento","(773) 265-7605","7147615"
"01/28/2026","TOYT","4D",,"GRN","FH90561","IL","701 N. Sacramento","(773) 265-7605","7147571"
"01/28/2026","TOYT","4D",,"WHI","FE13076","IL","701 N. Sacramento","(773) 265-7605","7147551"
"01/28/2026","TOYT","4D",,"RED","013552A6","IL","10300 S. Doty","(773) 568-8495","3001016"
"01/28/2026","TOYT","4D",,"SIL","FJ88382","IL","10300 S. Doty","(773) 785-9752","1729269"
"01/28/2026","TOYT","4D",,"BLK","ET77515","IL","701 N. Sacramento","(773) 265-1846","1550679"
"01/28/2026","TOYT","LL",,"GRY","EX65891","IL","701 N. Sacramento","(773) 265-7605","7147547"
"01/28/2026","TOYT","VN","SNA","RED","6174G40","TX","10300 S. Doty","(773) 568-8495","3001045"
"01/28/2026","TRLE","DS",,"WHI","15685C3","CA","701 N. Sacramento","(773) 265-1846","1550680"
"01/28/2026","VOLK","4D","GOL","GRY","EF35614","IL","701 N. Sacramento","(773) 265-7605","7147612"
"01/27/2026","BMW","4D",,"BLK",,,"701 N. Sacramento","(773) 265-7605","7147507"
"01/27/2026","BMW","4D",,"SIL",,,"10300 S. Doty","(773) 568-8495","3001000"
"01/27/2026","BMW","4D",,"GRN",,,"701 N. Sacramento","(773) 265-7605","7147529"
"01/27/2026","BUIC","4D","LUC","SIL","FN16035","IL","701 N. Sacramento","(773) 265-1846","1550669"
"01/27/2026","CHEV","4D","MAL","SIL",,,"701 N. Sacramento","(773) 265-7605","7147530"
"01/27/2026","CHEV","4D","CRZ","GRY","FF91743","IL","701 N. Sacramento","(773) 265-1846","1550675"
"01/27/2026","CHEV","LL","TRV","GRY","FQ80472","IL","10300 S. Doty","(773) 568-8495","3001011"
"01/27/2026","CHRY","4D",,"BGE","G993389","IL","701 N. Sacramento","(773) 265-7605","7147516"
"01/27/2026","DODG","LL","DUR","WHI","Q175743","IL","10300 S. Doty","(773) 568-8495","3001008"
"01/27/2026","DODG","VC",,"WHI","AZ86987","IL","400 E. Lower Wacker","(312) 744-7550","0361816"
"01/27/2026","FORD","4D",,"GRY","BH95285","IL","400 E. Lower Wacker","(312) 744-7550","0361815"
"01/27/2026","FORD","4D",,"BLK","FE21094","IL","400 E. Lower Wacker","(312) 744-7550","0361805"
"01/27/2026","FORD","LL","EDG","SIL",,,"10300 S. Doty","(773) 568-8495","3001005"
"01/27/2026","FORD","LL","EDG","BLU","EU83041","IL","10300 S. Doty","(773) 568-8495","3001006"
"01/27/2026","GMC","LL",,"SIL","FR44838","IL","701 N. Sacramento","(773) 265-7605","7147503"
"01/27/2026","HOND","LL","ODY","WHI","EK86914","IL","701 N. Sacramento","(773) 265-1846","1550673"
"01/27/2026","HOND","LL",,"TRQ","DN64694","IL","701 N. Sacramento","(773) 265-7605","7147504"
"01/27/2026","HYUN","4D","ACC","BLK","5901407","IN","701 N. Sacramento","(773) 265-7605","7147532"
"01/27/2026","HYUN","4D",,"SIL","FJ20622","IL","400 E. Lower Wacker","(312) 744-7550","0361831"
"01/27/2026","HYUN","4D","ELN","WHI","ZG70248","IL","10300 S. Doty","(773) 568-8495","3001012"
"01/27/2026","INFI","4D","G35","BLK",,,"701 N. Sacramento","(773) 265-7605","7147533"
"01/27/2026","MAZD","LL","CX5","RED","EL77574","IL","701 N. Sacramento","(773) 265-7605","7147527"
"01/27/2026","NISS","4D","SEN","BLK","617EOV","IN","10300 S. Doty","(773) 568-8495","3001014"
"01/27/2026","NISS","4D",,"GRY","FMYP10","FL","400 E. Lower Wacker","(312) 744-7550","0361827"
"01/27/2026","NISS","4D",,"WHI","EH92935","IL","10300 S. Doty","(773) 568-8495","3000972"
"01/27/2026","NISS","LL",,"GRY","BD23646","IL","701 N. Sacramento","(773) 265-7605","7147522"
"01/27/2026","NISS","LL",,"GRY","014510A5","IL","400 E. Lower Wacker","(312) 744-7550","0361854"
"01/27/2026","NISS","LL","XTR","WHI","BTQD31","CO","701 N. Sacramento","(773) 265-7605","7147508"
"01/27/2026","SUBA","LL","FOR","WHI","KSJF91","FL","701 N. Sacramento","(773) 265-7605","7147506"
"01/27/2026","TOYT","4D",,"BLK","AG93187","IL","400 E. Lower Wacker","(312) 744-7550","0361813"
"01/27/2026","TOYT","LL","HGH","GRY","S718068","IL","701 N. Sacramento","(773) 265-1846","1550671"
"01/27/2026","VOLV","4D","S60","BLK","FX21967","IL","701 N. Sacramento","(773) 265-7605","7147534"
"01/26/2026","BUIC","4D",,"BLK","NONE","IL","10300 S. Doty","(773) 568-8495","3000961"
"01/26/2026","BUIC","4D",,"SIL","T537551","IN","10300 S. Doty","(773) 568-8495","3000954"
"01/26/2026","CHEV","2D",,"BLK","ETM896","MT","701 N. Sacramento","(773) 265-7605","7147442"
"01/26/2026","CHEV","4D",,"MAR",,,"701 N. Sacramento","(773) 265-7605","7147451"
"01/26/2026","CHEV","LL",,"BLK","NONE","IL","701 N. Sacramento","(773) 265-7605","7147458"
"01/26/2026","CHEV","LL",,"RED","DX73761","IL","701 N. Sacramento","(773) 265-7605","7147462"
"01/26/2026","CHEV","LL",,"TAN","NONE","IL","701 N. Sacramento","(773) 265-7605","7147482"
"01/26/2026","DODG","PK","DAK","BLU","3792920B","IL","10300 S. Doty","(773) 785-9752","1729265"
"01/26/2026","FORD","2D",,"RED","FE74256","IL","10300 S. Doty","(773) 568-8495","3000957"
"01/26/2026","FORD","4D",,"SIL","FG37930","IL","400 E. Lower Wacker","(312) 744-7550","0361758"
"01/26/2026","FORD","LL",,"BLK","FA43696","IL","701 N. Sacramento","(773) 265-1846","1550660"
"01/26/2026","FORD","LL",,"BLK","FX43927","IL","701 N. Sacramento","(773) 265-7605","7147469"
"01/26/2026","FORD","PK","F15","GRY","DL6050P","IL","701 N. Sacramento","(773) 265-1846","1550667"
"01/26/2026","GMC","LL",,"TAN","FF32495","IL","10300 S. Doty","(773) 568-8495","3000962"
"01/26/2026","HMDE","TE",,"BLK","NONE","IL","701 N. Sacramento","(773) 265-7605","7147460"
"01/26/2026","HOND","4D",,"BLK","FR88572","IL","10300 S. Doty","(773) 568-8495","3000968"
"01/26/2026","HYUN","LL",,"GRY","NONE","IL","701 N. Sacramento","(773) 265-7605","7147452"
"01/26/2026","HYUN","LL","SFE","BLK","365AC561","IL","701 N. Sacramento","(773) 265-1846","1550665"
"01/26/2026","INFI","4D",,"BLK","DB48862","IL","701 N. Sacramento","(773) 265-7605","7147455"
"01/26/2026","INFI","4D",,"BLK",,,"701 N. Sacramento","(773) 265-7605","7147450"
"01/26/2026","INFI","LL",,"BLK","NONE","IL","701 N. Sacramento","(773) 265-7605","7147459"
"01/26/2026","JEEP","LL",,"BLK","FQ42198","IL","701 N. Sacramento","(773) 265-7605","7147472"
"01/26/2026","JEEP","LL",,"BLK","CM30254","IL","701 N. Sacramento","(773) 265-7605","7147486"
"01/26/2026","JEEP","LL",,"WHI","FL98158","IL","701 N. Sacramento","(773) 265-7605","7147475"
"01/26/2026","KIA","LL","SPT","BLK",,,"701 N. Sacramento","(773) 265-7605","7147498"
"01/26/2026","MERZ","2D",,"SIL",,,"701 N. Sacramento","(773) 265-7605","7147495"
"01/26/2026","MITS","4D",,"RED","SRH2014","TX","701 N. Sacramento","(773) 265-7605","7147484"
"01/26/2026","NISS","4D","SEN","RED","T474164","IN","10300 S. Doty","(773) 568-8495","3000971"
"01/26/2026","NISS","4D","SEN","BLU",,,"701 N. Sacramento","(773) 265-7605","7147496"
"01/26/2026","NISS","4D",,"BLK","EL89429","IL","10300 S. Doty","(773) 568-8495","3000965"
"01/26/2026","NISS","LL",,"DBL","DQ83247","IL","10300 S. Doty","(773) 568-8495","3000948"
"01/26/2026","NISS","LL",,"GRY","NONE","IL","701 N. Sacramento","(773) 265-7605","7147487"
"01/26/2026","STRN","LL",,"RED","NONE","IL","10300 S. Doty","(773) 568-8495","3000964"
"01/26/2026","TOYT","4D",,"GRY","EW84957","IL","10300 S. Doty","(773) 785-9752","1729264"
"01/26/2026","TOYT","4D",,"SIL","CD49393","IL","701 N. Sacramento","(773) 265-7605","7147448"
"01/26/2026","TOYT","4D","COA","TAN","EW26364","IL","701 N. Sacramento","(773) 265-7605","7147494"
"01/25/2026","BMW","LL","X3","LBL","FC43400","IL","10300 S. Doty","(773) 568-8495","3000915"
"01/25/2026","BUIC","4D",,"GRY","EK95596","IL","701 N. Sacramento","(773) 265-7605","7147326"
"01/25/2026","CHEV","4D",,"SIL","FJ33663","IL","10300 S. Doty","(773) 568-8495","3000931"
"01/25/2026","CHEV","LL","TAH","WHI","EL95806","IL","10300 S. Doty","(773) 568-8495","3000914"
"01/25/2026","CHEV","LL",,"SIL","CL45685","IL","10300 S. Doty","(773) 568-8495","3000833"
"01/25/2026","CHEV","VA",,"WHI","4114893B","IL","10300 S. Doty","(773) 568-8495","3000905"
"01/25/2026","FORD","4D",,"RED","FH26511","IL","10300 S. Doty","(773) 568-8495","3000907"
"01/25/2026","FORD","LL","EDG","WHI","EH91013","IL","10300 S. Doty","(773) 568-8495","3000909"
"01/25/2026","FORD","PK",,"WHI","9PEU92","MO","701 N. Sacramento","(773) 265-7605","7147380"
"01/25/2026","GMC","LL",,"SIL","WH2537","WI","10300 S. Doty","(773) 568-8495","517607"
"01/25/2026","GMC","LL",,"WHI","FC18831","IL","701 N. Sacramento","(773) 265-7605","7147390"
"01/25/2026","HOND","4D",,"BLU","IT9676J","IL","10300 S. Doty","(773) 568-8495","3000908"
"01/25/2026","HYUN","4D",,"SIL","NONE","IL","701 N. Sacramento","(773) 265-7605","7147371"
"01/25/2026","HYUN","4D",,"GRY","CL31892","IL","701 N. Sacramento","(773) 265-7605","7147359"
"01/25/2026","HYUN","4D","SON","GRY",,,"10300 S. Doty","(773) 568-8495","3000940"
"01/25/2026","HYUN","LL","SFE","WHI",,,"10300 S. Doty","(773) 568-8495","3000912"
"01/25/2026","INFI","LL","EX3","BLK",,,"701 N. Sacramento","(773) 265-7605","7147425"
"01/25/2026","JEEP","LL",,"BLK","FC54112","IL","10300 S. Doty","(773) 568-8495","3000945"
"01/25/2026","JEEP","LL","CMP","BLU","DL59095","IL","10300 S. Doty","(773) 568-8495","3000941"
"01/25/2026","JEEP","LL",,"GRY","DU26706","ID","10300 S. Doty","(773) 568-8495","3000951"
"01/25/2026","KIA","4D",,"BLK",,,"10300 S. Doty","(773) 568-8495","3000910"
"01/25/2026","KIA","4D",,"MAR","20259WS","IL","10300 S. Doty","(773) 568-8495","3000946"
"01/25/2026","KIA","LL","SPT","GRY","DU87195","IL","10300 S. Doty","(773) 568-8495","3000916"
"01/25/2026","LEXS","4D",,"WHI","FG84514","IL","701 N. Sacramento","(773) 265-7605","7147327"
"01/25/2026","MAZD","LL","CX5","BLK","FN23763","IL","10300 S. Doty","(773) 568-8495","3000942"
"01/25/2026","NISS","4D",,"RED","FX58704","IL","10300 S. Doty","(773) 568-8495","3000950"
"01/25/2026","TOYT","4D","CAM","LBL","EW84747","IL","10300 S. Doty","(773) 568-8495","3000918"
"01/25/2026","TOYT","4D",,"BGE","EH77712","IL","701 N. Sacramento","(773) 265-7605","7147378"
"01/25/2026","TOYT","4D",,"BGE","FR96766","IL","701 N. Sacramento","(773) 265-7605","7147373"
"01/24/2026","ACUR","4D",,"BLK","FG42260","IL","701 N. Sacramento","(773) 265-7605","7147260"
"01/24/2026","ACUR","LL",,"GRY","BAY7283","WI","701 N. Sacramento","(773) 265-7605","7147214"
"01/24/2026","AUDI","4D",,"WHI","13780MB","WI","701 N. Sacramento","(773) 265-7605","7147217"
"01/24/2026","AUDI","4D",,"WHI","DT29049","IL","701 N. Sacramento","(773) 265-7605","7147265"
"01/24/2026","AUDI","4D","AA4","WHI","DT29049","IL","701 N. Sacramento","(773) 265-7605","7147265"
"01/24/2026","BMW","4D",,"BLK","15C02A0","AL","701 N. Sacramento","(773) 265-7605","7147281"
"01/24/2026","BMW","LL",,"BLK","FM49726","IL","701 N. Sacramento","(773) 265-7605","7147226"
"01/24/2026","BMW","LL",,"SIL","CR33787","IL","10300 S. Doty","(773) 568-8495","3000830"
"01/24/2026","BUIC","4D",,"BGE",,,"10300 S. Doty","(773) 568-8495","3000902"
"01/24/2026","BUIC","4D","LCR","WHI","EE90707","IL","701 N. Sacramento","(773) 265-7605","7147264"
"01/24/2026","BUIC","4D",,"WHI","EE90707","IL","701 N. Sacramento","(773) 265-7605","7147264"
"01/24/2026","BUIC","4D",,"BLK","758AC159","IL","10300 S. Doty","(773) 568-8495","3000904"
"01/24/2026","CADI","LL",,"WHI","FX93107","IL","701 N. Sacramento","(773) 265-7605","7047202"
"01/24/2026","CHEV","4D",,"SIL","NONE","IL","701 N. Sacramento","(773) 265-7605","7147309"
"01/24/2026","CHEV","4D","CRZ","BLK","ER61657","IL","10300 S. Doty","(773) 568-8495","3000862"
"01/24/2026","CHEV","4D",,"BLK","NONE","IL","701 N. Sacramento","(773) 265-7605","7147244"
"01/24/2026","CHEV","4D",,"SIL","BC79455","IL","400 E. Lower Wacker","(312) 744-7550","0361668"
"01/24/2026","CHEV","4D",,"TAN","E883218","IL","701 N. Sacramento","(773) 265-7605","7147209"
"01/24/2026","CHEV","4D",,"WHI","EQ96945","IL","10300 S. Doty","(773) 568-8495","3000838"
"01/24/2026","CHEV","4D",,"BLK","NONE","IL","701 N. Sacramento","(773) 265-7605","7147243"
"01/24/2026","CHEV","4D","SON","WHI","FY30697","IL","701 N. Sacramento","(773) 265-7605","7147287"
"01/24/2026","CHEV","4D",,"RED","FJ90350","IL","10300 S. Doty","(773) 568-8495","3000889"
"01/24/2026","CHEV","4D",,"WHI","CJ72321","IL","701 N. Sacramento","(773) 265-7605","7147240"
"01/24/2026","CHEV","4D","IMP","WHI","FH99419","IL","10300 S. Doty","(773) 568-8495","3000858"
"01/24/2026","CHEV","4D",,"SIL","FH38830","IL","10300 S. Doty","(773) 568-8495","3000837"
"01/24/2026","CHEV","LL",,"SIL","ER35393","IL","701 N. Sacramento","(773) 265-7605","7147185"
"01/24/2026","CHEV","LL","TRX","BLK","FF32153","IL","701 N. Sacramento","(773) 265-7605","7147262"
"01/24/2026","CHEV","LL",,"WHI","FF54814","IL","10300 S. Doty","(773) 568-8495","3000844"
"01/24/2026","CHEV","LL",,"BLK","FF32183","IL","701 N. Sacramento","(773) 265-7605","7147262"
"01/24/2026","CHEV","LL",,"WHI","R865310","IL","701 N. Sacramento","(773) 265-7605","7147215"
"01/24/2026","CHEV","LL",,"WHI","957DZT","IN","10300 S. Doty","(773) 568-8495","3000851"
"01/24/2026","CHRY","4D",,"WHI","EF34410","IL","10300 S. Doty","(773) 568-8495","3000883"
"01/24/2026","DODG","4D",,"RED","BU62093","IL","10300 S. Doty","(773) 568-8495","3000855"
"01/24/2026","DODG","4D",,"BLU","YUS225","NB","701 N. Sacramento","(773) 265-7605","7147234"
"01/24/2026","DODG","LL",,"BLK","EV49344","IL","701 N. Sacramento","(773) 265-7605","7147216"
"01/24/2026","DODG","PK",,"BRO","4201962B","IL","10300 S. Doty","(773) 568-8495","3000886"
"01/24/2026","FORD","4D","FUS","WHI","EV22808","IL","701 N. Sacramento","(773) 265-7605","7147284"
"01/24/2026","FORD","4D","TAU","SIL","FX41596","IL","701 N. Sacramento","(773) 265-7605","7147286"
"01/24/2026","FORD","4D",,"BLK","EM64335","IL","701 N. Sacramento","(773) 265-7605","7147245"
"01/24/2026","FORD","LL","FUS","BLK","FL11516","IL","701 N. Sacramento","(773) 265-7605","7147289"
"01/24/2026","FORD","LL",,"WHI","FA86542","IL","701 N. Sacramento","(773) 265-7605","7147222"
"01/24/2026","FORD","LL",,"RED","CA13823","IL","701 N. Sacramento","(773) 265-7605","7147269"
"01/24/2026","FORD","PK",,"GRN","3451467B","IL","701 N. Sacramento","(773) 265-7605","7147256"
"01/24/2026","GMC","LL",,"WHI","EA19400","IL","701 N. Sacramento","(773) 265-7605","7147267"
"01/24/2026","GMC","LL","ACA","WHI","EA19400","IL","701 N. Sacramento","(773) 265-7605","7147267"
"01/24/2026","GMC","LL","TRN","RED","KFV6097","OH","701 N. Sacramento","(773) 265-7605","7147285"
"01/24/2026","GMC","LL",,"GRY","AAC2007","WI","701 N. Sacramento","(773) 265-7605","7147221"
"01/24/2026","GMC","LL",,"BGE",,,"701 N. Sacramento","(773) 265-7605","7147187"
"01/24/2026","HOND","2D","CIV","BLK","DD51926","IL","701 N. Sacramento","(773) 265-7605","7147313"
"01/24/2026","HOND","4D",,"RED","ASC3907","WI","701 N. Sacramento","(773) 265-7605","7147252"
"01/24/2026","HOND","4D",,"WHI","MERCIXO","IL","701 N. Sacramento","(773) 265-7605","7147249"
"01/24/2026","HOND","LL","PLT","SIL",,,"10300 S. Doty","(773) 568-8495","3000901"
"01/24/2026","HOND","LL","CRV","GRY","AJZ9524","WI","701 N. Sacramento","(773) 265-7605","7147279"
"01/24/2026","HOND","LL",,,"CZ32324","IL","701 N. Sacramento","(773) 265-7605","7147259"
"01/24/2026","HOND","LL",,"BLU","FN22398","IL","Police Pound",,"7147212"
"01/24/2026","HOND","VN",,"LBL","FE13150","IL","10300 S. Doty","(773) 568-8495","3000828"
"01/24/2026","HYUN","4D","SON","SIL","FB41742","IL","701 N. Sacramento","(773) 265-7605","7147321"
"01/24/2026","HYUN","LL","PAL","SIL","NFJT86","FL","10300 S. Doty","(773) 568-8495","3000859"
"01/24/2026","HYUN","LL","SON","MAR","ER96157","IL","701 N. Sacramento","(773) 265-7605","7147275"
"01/24/2026","HYUN","LL","SFE","GRY",,,"10300 S. Doty","(773) 568-8495","3000865"
"01/24/2026","HYUN","LL",,"SIL","DS65078","IL","701 N. Sacramento","(773) 265-7605","7147305"
"01/24/2026","INFI","4D",,"GRY","CJ52803","IL","701 N. Sacramento","(773) 265-7605","7147208"
"01/24/2026","INFI","4D",,"BLK","EU69477","IL","701 N. Sacramento","(773) 265-7605","7147239"
"01/24/2026","JEEP","LL",,"BLK","12345678","IL","10300 S. Doty","(773) 568-8495","3000826"
"01/24/2026","JEEP","LL",,"BLK","ES69490","IL","701 N. Sacramento","(773) 265-7605","7147255"
"01/24/2026","JEEP","LL",,"WHI","FN96781","IL","10300 S. Doty","(773) 568-8495","3000834"
"01/24/2026","JEEP","LL",,"BLK","5LGY15","MA","701 N. Sacramento","(773) 265-7605","7147235"
"01/24/2026","JEEP","LL","WRG","GRY","EV86581","IL","10300 S. Doty","(773) 568-8495","3000857"
"01/24/2026","JEEP","LL","CMP","BLK","5LGY15","MA","701 N. Sacramento","(773) 265-7605","7147235"
"01/24/2026","JEEP","LL",,"GRY","FF21253","IL","701 N. Sacramento","(773) 265-7605","7147225"
"01/24/2026","JEEP","LL",,"SIL","DU18147","IL","701 N. Sacramento","(773) 265-7605","7147210"
"01/24/2026","JEEP","LL",,"BLK","FF1502","IL","701 N. Sacramento","(773) 265-7605","7147430"
"01/24/2026","JEEP","LL",,"WHI","FN96781","IL","10300 S. Doty","(773) 568-8495","3000834"
"01/24/2026","KIA","4D",,"BLK","ER17948","IL","10300 S. Doty","(773) 568-8495","3000839"
"01/24/2026","KIA","LL","SPT","BLK","FX81628","IL","701 N. Sacramento","(773) 265-7605","7147236"
"01/24/2026","KIA","LL","SPT","GRY","FM56668","IL","701 N. Sacramento","(773) 265-7605","7147280"
"01/24/2026","KIA","LL",,"WHI","8903BD","IL","701 N. Sacramento","(773) 265-7605","7147219"
"01/24/2026","KIA","LL",,"WHI","DE58578","IL","701 N. Sacramento","(773) 265-7605","7147230"
"01/24/2026","LEXS","4D",,"BLK","FW33661","IL","701 N. Sacramento","(773) 265-7605","7147253"
"01/24/2026","LEXS","4D",,"BLK","FG43911","IL","701 N. Sacramento","(773) 265-7605","7147211"
